C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\center_2021_06_04_12_44_42_599.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\left_2021_06_04_12_44_42_599.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\right_2021_06_04_12_44_42_599.jpg, 0, 0, 0, 7.775009E-05
C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\center_2021_06_04_12_44_42_738.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\left_2021_06_04_12_44_42_738.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\right_2021_06_04_12_44_42_738.jpg, 0, 0, 0, 7.820036E-05
C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\center_2021_06_04_12_44_42_840.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\left_2021_06_04_12_44_42_840.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\right_2021_06_04_12_44_42_840.jpg, 0, 0, 0, 7.793297E-05
C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\center_2021_06_04_12_44_42_949.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\left_2021_06_04_12_44_42_949.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\right_2021_06_04_12_44_42_949.jpg, 0, 0, 0, 7.830413E-05
C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\center_2021_06_04_12_44_43_062.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\left_2021_06_04_12_44_43_062.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\right_2021_06_04_12_44_43_062.jpg, 0, 0, 0, 7.797483E-05
C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\center_2021_06_04_12_44_43_170.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\left_2021_06_04_12_44_43_170.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\right_2021_06_04_12_44_43_170.jpg, 0, 0, 0, 7.794053E-05
C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\center_2021_06_04_12_44_43_272.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\left_2021_06_04_12_44_43_272.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\right_2021_06_04_12_44_43_272.jpg, 0, 0, 0, 7.808194E-05
C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\center_2021_06_04_12_44_43_377.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\left_2021_06_04_12_44_43_377.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\right_2021_06_04_12_44_43_377.jpg, 0, 0, 0, 7.810462E-05
C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\center_2021_06_04_12_44_43_481.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\left_2021_06_04_12_44_43_481.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\right_2021_06_04_12_44_43_481.jpg, 0, 0, 0, 7.853367E-05
C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\center_2021_06_04_12_44_43_592.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\left_2021_06_04_12_44_43_592.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\right_2021_06_04_12_44_43_592.jpg, 0, 0, 0, 7.757749E-05
C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\center_2021_06_04_12_44_43_700.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\left_2021_06_04_12_44_43_700.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\right_2021_06_04_12_44_43_700.jpg, 0, 0, 0, 7.821984E-05
C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\center_2021_06_04_12_44_43_801.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\left_2021_06_04_12_44_43_801.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\right_2021_06_04_12_44_43_801.jpg, 0, 0, 0, 7.811393E-05
C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\center_2021_06_04_12_44_43_908.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\left_2021_06_04_12_44_43_908.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\right_2021_06_04_12_44_43_908.jpg, 0, 0, 0, 7.812682E-05
C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\center_2021_06_04_12_44_44_011.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\left_2021_06_04_12_44_44_011.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data1\IMG\right_2021_06_04_12_44_44_011.jpg, 0, 0, 0, 7.80435E-05
